0.000000000000000000e+00,5.921734231379328776e+03,6.390174905440567272e+03,6.390174905440567272e+03,5.921734231379328776e+03
1.000000000000000000e+00,5.198855277501424098e+03,5.195263217268482549e+03,5.195263217268482549e+03,5.198855277501424098e+03
2.000000000000000000e+00,5.473790973231136377e+03,5.481924544633165169e+03,5.481924544633165169e+03,5.473790973231136377e+03
3.000000000000000000e+00,5.292909204460709589e+03,5.298285929375343585e+03,5.298285929375343585e+03,5.292909204460709589e+03
4.000000000000000000e+00,5.307643470676639481e+03,5.306939979405965460e+03,5.306939979405965460e+03,5.307643470676639481e+03
5.000000000000000000e+00,4.046199984415889503e+03,4.064757699460003096e+03,4.064757699460003096e+03,4.046199984415889503e+03
6.000000000000000000e+00,5.211418454253179334e+03,5.205739233920583501e+03,5.205739233920583501e+03,5.211418454253179334e+03
7.000000000000000000e+00,4.922425755651797772e+03,4.920969231471671264e+03,4.920969231471671264e+03,4.922425755651797772e+03
8.000000000000000000e+00,4.930565738324728045e+03,4.930160079729542304e+03,4.930160079729542304e+03,4.930565738324728045e+03
9.000000000000000000e+00,4.930913695481805007e+03,4.931754154812634624e+03,4.931754154812634624e+03,4.930913695481805007e+03
1.000000000000000000e+01,4.933639651300313744e+03,4.929372659094347910e+03,4.929372659094347910e+03,4.933639651300313744e+03
1.100000000000000000e+01,4.929268330231505388e+03,4.933650142470879473e+03,4.933650142470879473e+03,4.929268330231505388e+03
1.200000000000000000e+01,4.410012505852395407e+03,4.399131996290727329e+03,4.399131996290727329e+03,4.410012505852395407e+03
1.300000000000000000e+01,4.491368619371007298e+03,4.498683588047550984e+03,4.498683588047550984e+03,4.491368619371007298e+03
1.400000000000000000e+01,4.301003415252503146e+03,4.316563569729032679e+03,4.316563569729032679e+03,4.301003415252503146e+03
1.500000000000000000e+01,4.352510982827674525e+03,4.357011112157309981e+03,4.357011112157309981e+03,4.352510982827674525e+03
1.600000000000000000e+01,6.382771053235625004e+03,6.374326826616305880e+03,6.356009242809572243e+03,6.396562862629119081e+03
1.700000000000000000e+01,4.633880971749267701e+03,4.633329602451788560e+03,4.641260927399034699e+03,4.624922677772256975e+03
1.800000000000000000e+01,5.172542838881245189e+03,5.140104139493833827e+03,5.187413490314521368e+03,5.121049842376302877e+03
1.900000000000000000e+01,5.102948493251773471e+03,5.091024695061682905e+03,5.092962064559378632e+03,5.101307207901138099e+03
2.000000000000000000e+01,4.738889429306986131e+03,4.759005957444237538e+03,4.750955732563919810e+03,4.745939495926760173e+03
2.100000000000000000e+01,3.367058429202647403e+03,3.615152173620045232e+03,3.569821282715100097e+03,3.457140282417409253e+03
2.200000000000000000e+01,4.760831129701166901e+03,4.752382823182183529e+03,4.755471598649403859e+03,4.763719990084839992e+03
2.300000000000000000e+01,4.928218630332182329e+03,4.912821671842221804e+03,4.929841847555733693e+03,4.912184041808985057e+03
2.400000000000000000e+01,3.545018989813491771e+03,3.461464101797269450e+03,3.538404889614980220e+03,3.468706797965475289e+03
2.500000000000000000e+01,6.240779470907361429e+03,6.299954918480030756e+03,6.393231915974687581e+03,6.071052730661724127e+03
2.600000000000000000e+01,4.757608300387836607e+03,4.751295238500264531e+03,4.757422373531710036e+03,4.743858164255198062e+03
2.700000000000000000e+01,3.498544561316946329e+03,3.507519466314018700e+03,3.487487450384098338e+03,3.520759323567224783e+03
2.800000000000000000e+01,4.684535840294616719e+03,4.677657712303549488e+03,4.688517530945491671e+03,4.671888442756936456e+03
2.900000000000000000e+01,5.099500978035506705e+03,5.100078575259398349e+03,5.097219731280398264e+03,5.098144119975748254e+03
