7.600000000000000533e+00,6.389794309086176327e+03,6.389364753935815315e+03,6.375615492067390733e+03,6.394669206342111465e+03
7.800000000000000711e+00,6.396667191491961603e+03,6.373261389961135137e+03,6.377065022133807361e+03,6.388449107882602220e+03
8.000000000000000000e+00,6.395931061023973598e+03,6.393410848717103363e+03,6.395324904502432219e+03,6.391736341326345610e+03
8.200000000000001066e+00,6.303779532993833527e+03,6.354193687458993736e+03,6.343269464686637548e+03,6.313770624428701922e+03
8.400000000000000355e+00,5.122360655854136894e+03,5.099296983052295218e+03,5.103776130040801036e+03,5.117320231240396424e+03
8.599999999999999645e+00,4.746953642414723618e+03,4.716529830618628694e+03,4.737096313404561442e+03,4.727036737939615705e+03
8.800000000000000711e+00,3.439403792891422199e+03,3.580403959601279894e+03,3.745949385533900113e+03,3.267985351392156190e+03
9.000000000000000000e+00,3.752148501652279265e+03,3.206565959004164597e+03,3.357196437450011217e+03,3.670064126043604119e+03
9.200000000000001066e+00,5.928277224755121097e+03,6.171005609692663711e+03,6.183381111059864452e+03,6.003808407238843756e+03
9.400000000000000355e+00,6.363110599596553584e+03,6.316491917504737103e+03,6.396667191491961603e+03,6.253323413846413132e+03
9.600000000000001421e+00,6.392949237212237676e+03,6.386519315341425681e+03,6.396667191491961603e+03,6.366253870866430589e+03
9.800000000000000711e+00,4.888574245294948014e+03,4.931843329762438771e+03,4.934898008925321847e+03,4.874703752122214610e+03
